date,Temperature,stl_residual,STL robust z-score,Rolling IQR,IsolationForest,rolling_median_14,anomaly_votes,is_anomaly_consensus
2024-03-04,29.004729166666664,1.8347620250994474,True,False,False,28.698621527777775,1,False
2024-03-05,27.456444444444443,0.13335862379129892,False,False,False,28.03272222222222,0,False
2024-03-06,26.675972222222224,-0.03889452539171501,False,False,False,27.13976736111111,0,False
2024-03-07,26.82309027777778,-0.012892660030992431,False,False,False,26.749531250000004,0,False
2024-03-08,26.33542361111111,-0.3038137778816896,False,False,False,26.50569791666667,0,False
2024-03-09,25.3908125,-0.5537915575166998,False,False,False,26.34940625,0,False
2024-03-10,24.832104166666667,-0.08201416026793495,False,False,False,26.117142361111114,0,False
2024-03-11,24.858583333333332,-0.455296872004741,False,False,False,25.837458333333334,0,False
2024-03-12,24.932006944444442,-0.6168938857590902,False,False,False,25.837458333333334,0,False
2024-03-13,25.377944444444445,-0.10394274492067979,False,False,False,25.837458333333334,0,False
2024-03-14,25.898861111111113,-0.17642777736104875,False,False,False,25.837458333333334,0,False
2024-03-15,26.36338888888889,0.17167728741758737,False,False,False,25.837458333333334,0,False
2024-03-16,25.776055555555555,0.020373810821311622,False,False,False,25.583434027777777,0,False
2024-03-17,25.117881944444445,0.019006565426543887,False,False,False,25.576999999999998,0,False
2024-03-18,26.299319444444443,0.8604736085596123,False,False,False,25.576999999999998,0,False
2024-03-19,26.329409722222223,0.7807810275755962,False,False,False,25.576999999999998,0,False
2024-03-20,27.126909722222223,1.615863573575382,True,False,False,25.576999999999998,1,False
2024-03-21,26.04958333333333,0.2534143837357128,False,False,False,25.44696875,0,False
2024-03-22,23.91911111111111,-1.560211166858256,True,False,False,25.08574652777778,1,False
2024-03-23,23.866055555555555,-1.080602449826042,False,False,False,25.08574652777778,0,False
2024-03-24,23.668180555555555,-0.6395197887661261,False,False,False,25.08574652777778,0,False
2024-03-25,22.998854166666668,-1.3843487130175909,True,False,False,25.14223263888889,1,False
2024-03-26,23.74432638888889,-0.7117143929896237,False,False,False,25.12062152777778,0,False
2024-03-27,24.67470833333333,-0.02230787554346847,False,False,False,25.12062152777778,0,False
2024-03-28,25.05361111111111,-0.29215273544798137,False,False,False,25.12062152777778,0,False
2024-03-29,25.230854166666667,0.09068340239442563,False,False,False,25.12062152777778,0,False
2024-03-30,25.455111111111112,0.27732693831231714,False,False,False,25.209243055555554,0,False
2024-03-31,25.41732638888889,0.18261845201369553,False,False,False,25.324090277777778,0,False
2024-04-01,25.187631944444444,-0.34272679682959506,False,False,False,25.436218750000002,0,False
2024-04-02,26.138527777777778,0.2666690978076467,False,False,False,25.796819444444445,0,False
2024-04-03,26.414277777777777,0.12342921567324083,False,False,False,26.15767013888889,0,False
2024-04-04,27.06313888888889,0.3298631863071293,False,False,False,26.15767013888889,0,False
2024-04-05,26.176812499999997,-0.18244629811567492,False,False,False,26.15767013888889,0,False
2024-04-06,26.288972222222224,-0.03156800665804482,False,False,False,26.15767013888889,0,False
2024-04-07,26.961256944444443,0.5184376061054827,False,False,False,26.15767013888889,0,False
2024-04-08,26.824006944444445,0.549898938381812,False,False,False,26.15767013888889,0,False
2024-04-09,26.256229166666667,-0.038301231646844514,False,False,False,26.15767013888889,0,False
2024-04-10,24.128625,-2.081092942638108,True,False,False,25.92112152777778,1,False
2024-04-11,23.097796610169492,-3.175123320372059,True,False,False,25.518944785974497,1,False
2024-04-12,23.83745531587057,-1.9166324732481606,True,False,False,25.344615871833085,1,False
2024-04-13,24.577114021571653,-0.8771219967950472,False,False,False,25.288695391414144,0,False
2024-04-14,25.31677272727273,-0.12759871283178015,False,False,False,25.24976860499952,0,False
2024-04-15,25.260618055555554,-0.010169635843233493,False,False,False,25.17214922346851,0,False
2024-04-16,25.665430555555556,0.3071676828659662,False,False,False,25.03860936151855,0,False
2024-04-17,25.372459016393442,0.06070601714737833,False,False,False,24.905069499568594,0,False
2024-04-18,25.238919154443487,-0.08559249022053805,False,False,False,24.905069499568594,0,False
2024-04-19,25.105379292493527,0.09944038686018786,False,False,False,24.905069499568594,0,False
